-6.19745,-5.894132,-6.4646373,-4.855096,-25.051476,-20.29187,-6.206357,0.8344133,-13.421608,-11.775309,3.1867206,-18.244675,2.588926,2.672201,-6.8115296,-12.649491,-9.6717415,0.9065121,4.0445294,-18.700737
-5.4112387,7.25676,-2.5604093,-3.541402,-9.621104,-15.43101,-14.819546,-16.044945,-11.366139,-18.59401,-8.666578,-26.84297,-21.000362,-29.30135,1.5184414,-0.5129911,-3.9594584,-3.626265,-6.902013,-2.0728178
-1.8237888,-5.387277,-10.865015,-9.469395,6.076365,-5.729983,-8.690991,2.9071105,-10.8203335,9.899227,-13.684685,-11.271879,-9.236113,-8.687995,10.278456,-17.516518,-0.855759,-10.436228,5.4108567,-11.890142
-5.696068,2.2120638,-3.8756833,5.4721794,-0.4505758,-9.692236,-8.005012,-6.821494,-13.675799,0.96076113,-12.42429,-18.740097,-13.365392,-20.952982,-16.132671,-7.3224163,1.44868,-1.2202169,-15.536118,-14.335966
-1.0185851,-2.5234022,-3.6614575,-0.8794058,-15.893072,-15.016434,-15.790762,-12.051079,-11.2664995,-13.954351,-18.054443,-14.366945,-27.701555,15.048968,-4.0379863,-10.114167,-1.2453674,-3.746147,-9.358832,-10.649993
3.975527,-4.201482,1.712706,-7.251675,-5.4352,-5.438159,-11.803616,-7.542089,-11.3484125,-7.330715,-9.843606,-3.4071288,-18.007181,-13.9732485,-18.960674,-17.076027,-17.612892,1.1413395,0.77862525,-0.68671167
1.0911697,-0.82284594,-6.199948,-11.685887,2.5497828,1.9891164,4.9734216,-7.7016616,-2.3493538,-14.318661,-9.430235,-9.103652,-17.9367,-16.773737,14.047114,3.8824518,-9.402059,-6.811987,-10.793706,4.678552
-9.330843,6.7069783,-0.06742915,-0.77465665,-2.60882,-4.0323076,-18.817268,-18.43291,-22.733532,-15.27796,-17.30356,-2.0447676,-23.53489,-21.093155,-20.228529,-9.262739,-24.133999,-11.304212,-24.9691,-17.991093
-3.8569207,-2.0978796,-10.690253,-16.225986,4.515447,-11.410971,-13.680985,10.132475,5.036286,-0.6711092,-2.8384564,-2.6653244,-8.703185,-21.01041,-16.521349,-6.4664593,-8.091242,-6.730373,-24.283428,3.3557675
1.4036055,-0.35282996,-12.668963,-8.580276,-16.25778,11.097369,-1.0621976,0.66509205,-6.896431,-0.48547825,6.4960785,-7.6661086,-10.075428,-15.004081,-11.440124,-14.3229265,7.384316,-9.088749,-2.305433,-7.52144
1.1688659,-2.689643,-0.25538588,-2.2513633,-0.5443026,-5.1598406,-17.551292,-6.193877,-3.3135262,-3.6841893,-8.248694,-14.171394,-16.763721,-12.064355,-16.765627,11.501467,-1.9289263,1.5874591,-1.1260512,2.756507
-2.8632624,-9.880537,-10.518076,8.957079,-1.7359492,-4.790809,-13.817159,-18.93911,-12.212164,-1.6401417,-8.704786,-20.810232,11.187364,-10.133364,-1.10261,-2.5255601,-18.138361,-9.001449,-1.4996914,-3.6251373
-3.4848146,-3.2924628,-10.085741,-5.801265,-17.96799,-19.950537,-12.469979,-10.770979,-15.526293,-13.042704,4.2936764,-11.468043,-10.077565,-2.7839437,-1.7544473,-2.1077042,-1.6656379,1.8932625,-3.3365788,3.4974594
-6.9552865,0.44883475,-0.55120605,4.517022,-2.5964868,-11.254259,-0.15530516,-9.716721,-6.7421756,1.9202317,3.705871,-12.708724,-10.836236,-3.53365,-7.4490476,-9.770876,-13.389737,-7.632992,-4.7528486,16.796492
-5.190411,-4.2607408,-19.951572,-13.276209,16.651533,0.21910514,1.761952,-11.728758,-7.6426606,-16.912207,-9.910602,-15.854793,7.1072307,-14.695544,-15.02393,3.2107651,-15.329884,-0.6906155,-20.225084,-17.721321
-9.254947,-4.1935205,1.6673858,-1.4409014,7.4938016,3.9236922,2.7311523,-4.8714914,-9.4447565,-0.7337545,-10.459096,-7.6496887,-1.3232453,-14.808911,-26.907045,-9.683501,-25.955818,-0.51626843,-38.081467,-20.815851
-8.395997,-8.171107,5.8446083,-0.3844061,-2.0942135,11.953065,-2.5668933,-0.9404489,-11.987229,-8.962554,-14.564886,1.3947269,-1.0484236,-27.671213,-0.74954504,-7.610969,-7.9597497,-8.367054,-20.562368,-20.072832
-8.648345,0.6810573,-18.11969,-0.38982517,-1.6995884,5.228214,3.9079714,-3.516176,-12.978195,-8.79883,-8.5742655,-5.476137,-3.667873,-15.520855,-17.000988,-13.092117,-24.693789,-5.565709,-37.826115,-24.134296
-1.8520144,4.7978315,-0.2967521,-6.997172,-18.16693,-15.788621,-11.647141,8.770833,-4.264523,3.9755657,-7.7374268,8.7702,2.6086397,-6.51238,-6.748495,-7.9389014,-3.0188906,-3.3810704,-9.565757,-13.067106
0.41557068,5.491272,-5.879082,-8.784687,-17.340916,-12.114811,-11.283177,6.2301326,-3.274858,2.9111092,-10.650061,-9.9831,4.730982,-7.043687,-6.458232,-6.625046,-1.8783811,-7.047131,-20.251318,-16.34395
-5.3037353,4.7014723,0.7304098,-6.2178197,-4.544006,-12.022643,-11.632198,-17.100988,-2.3973112,-22.311155,-20.818491,-12.118214,9.787987,-8.350729,-0.78541225,-9.529001,-0.21194677,-5.1981316,-12.140754,3.4950845
-6.332733,3.7896552,1.7554095,-5.5713663,-6.1993823,-14.593809,-16.279278,-7.6501966,-7.2744126,-8.885161,-9.955264,-1.5067903,-26.81016,-8.5847845,-9.361581,-16.329144,-20.489658,-0.32528344,7.074076,-5.7464128
-15.379611,-13.396442,-1.1159791,-0.6881952,-10.219111,-13.166649,-19.950302,-8.297219,3.2576966,-2.53581,-10.118977,-12.773086,-10.623782,-15.73931,-13.762626,-17.26942,3.2534807,-3.1998835,-9.244914,-13.134422
-2.689431,-3.4055185,-15.813661,0.679008,-22.047262,-22.127481,-9.127385,-21.512482,-17.724764,8.179683,0.6218689,-1.7382195,-5.6821947,-12.36198,0.66342753,-5.209081,-9.997121,7.6913834,1.5667022,-2.0065324
-3.6728523,1.6736324,0.09983425,3.3019798,-9.44468,-14.756447,-16.736713,-6.4620075,5.9350195,2.6500497,-1.1726583,-1.5494479,-9.727766,-11.493577,-20.995308,-0.10637755,-6.0966706,-9.094981,6.7293625,-8.542049
